iter	RMSE
559	5.978284937
560	5.973125469
561	5.967923372
562	5.964431771
563	5.96084613
564	5.956251635
565	5.950312053
566	5.947875219
567	5.943311871
568	5.937058012
569	5.933662687
570	5.928109144
571	5.923910259
572	5.917325326
573	5.913337073
574	5.90651515
575	5.899571919
576	5.896598989
577	5.893123818
578	5.887434009
579	5.880806693
580	5.873901273
581	5.870388683
582	5.867045349
583	5.859923467
584	5.857131652
585	5.852123139
586	5.848548286
587	5.84272599
588	5.83964855
589	5.835127643
590	5.829578787
591	5.825501939
592	5.822440479
593	5.820734905
594	5.817723034
595	5.814716212
596	5.807001132
597	5.803089654
598	5.798250373
599	5.792310452
600	5.789077905
601	5.779417652
602	5.772857274
603	5.76853053
604	5.762172724
605	5.758702364
606	5.753452348
607	5.751354916
608	5.746865605
609	5.742865944
610	5.736535763
611	5.731446808
612	5.7256322
613	5.719185124
614	5.712959687
615	5.708946729
616	5.705235165
617	5.698638766
618	5.69478571
619	5.692070699
620	5.688722955
621	5.682249347
622	5.678594726
623	5.675504853
624	5.668077145
625	5.662302898
626	5.658485274
627	5.655025315
628	5.648643433
629	5.64059348
630	5.635910181
631	5.631015755
632	5.625197465
633	5.622165524
634	5.618671615
635	5.615084532
636	5.611161198
637	5.606645165
638	5.602451466
639	5.598473278
640	5.594334343
641	5.591101252
642	5.587416967
643	5.584464518
644	5.578806467
645	5.574494984
646	5.56984107
647	5.563661779
648	5.555757978
649	5.551475862
650	5.547524326
651	5.540498576
652	5.536225406
653	5.533891117
654	5.52750477
655	5.524062132
656	5.52115864
657	5.517486927
658	5.510603878
659	5.506627441
660	5.500700196
661	5.49396892
662	5.487872524
663	5.484676989
664	5.480685379
665	5.476414611
666	5.470048232
667	5.467017041
668	5.463873884
669	5.461451227
670	5.45759836
671	5.455496056
672	5.453336642
673	5.450131723
674	5.446086965
675	5.43935328
676	5.434392579
677	5.428264117
678	5.426041265
679	5.422340046
680	5.41794357
681	5.412832973
682	5.409528812
683	5.403887188
684	5.400134982
685	5.395649413
686	5.392693011
687	5.390204709
688	5.38722604
689	5.382188748
690	5.378231115
691	5.372601868
692	5.368841437
693	5.361331179
694	5.356654834
695	5.350902564
696	5.345447097
697	5.338629678
698	5.333336486
699	5.329257537
700	5.325113132
701	5.323116928
702	5.319923117
703	5.316427379
704	5.308587358
705	5.305811191
706	5.301549306
707	5.298644637
708	5.293969446
709	5.290248728
710	5.287860944
711	5.282844273
712	5.278402258
713	5.274893354
714	5.271235197
715	5.267479454
716	5.265689678
717	5.260313011
718	5.255570817
719	5.253225429
720	5.250210548
721	5.242470642
722	5.239128977
723	5.234308027
724	5.231316685
725	5.22818361
726	5.224903486
727	5.221379851
728	5.217829706
729	5.210822338
730	5.207606946
731	5.205276555
732	5.19891776
733	5.196447187
734	5.190956831
735	5.183376856
736	5.179943781
737	5.176045218
738	5.169311285
739	5.167322381
740	5.164843416
741	5.161109963
742	5.158005193
743	5.155322399
744	5.152461971
745	5.147182518
746	5.142926587
747	5.140039569
748	5.136435813
749	5.127630359
750	5.125405191
751	5.122497113
752	5.116804119
753	5.114300889
754	5.109927301
755	5.10047804
756	5.097198314
757	5.094884132
758	5.089153889
759	5.08498392
760	5.079045614
761	5.076817041
762	5.071310813
763	5.068919259
764	5.064931815
765	5.06015668
766	5.057042869
767	5.053170734
768	5.04801746
769	5.043883137
770	5.039991024
771	5.036944125
772	5.034126675
773	5.028676113
774	5.024760661
775	5.020455245
776	5.018085041
777	5.013372643
778	5.009383511
779	5.006681752
780	5.001118164
781	4.996906386
782	4.992380525
783	4.989101975
784	4.986982908
785	4.983060478
786	4.979934471
787	4.976845467
788	4.973860232
789	4.971579692
790	4.968202609
791	4.963577408
792	4.960104019
793	4.953807866
794	4.95006639
795	4.946284463
796	4.943328365
797	4.939183612
798	4.934935161
799	4.93204862
800	4.926834602
801	4.923204629
802	4.919645438
803	4.91527643
804	4.910011638
805	4.905160371
806	4.90070499
807	4.897069011
808	4.892336188
809	4.889722452
810	4.884401265
811	4.878150303
812	4.87545505
813	4.870164343
814	4.867952947
815	4.865229036
816	4.860206964
817	4.858347036
818	4.856749394
819	4.851725028
820	4.849264778
821	4.843911325
822	4.840381998
823	4.836782312
824	4.832880086
825	4.830549782
826	4.823181712
827	4.819525343
828	4.814745646
829	4.812349482
830	4.808019572
831	4.806169159
832	4.803262001
833	4.799295369
834	4.796923385
835	4.794726685
836	4.791727934
837	4.786710055
838	4.782796361
839	4.779531858
840	4.775288396
841	4.773009471
842	4.76867394
843	4.761009993
844	4.758017009
845	4.755537254
846	4.753391905
847	4.750774162
848	4.747739252
849	4.744814584
850	4.73874682
851	4.736078897
852	4.733100913
853	4.730319062
854	4.728881241
855	4.722659091
856	4.720283455
857	4.717902681
858	4.713910033
859	4.708345133
860	4.706379554
861	4.704070913
862	4.69973824
863	4.69465051
864	4.692511939
865	4.688342544
866	4.68464152
867	4.682148797
868	4.67958305
869	4.672386469
870	4.668555055
871	4.665800403
872	4.662342869
873	4.656332877
874	4.652963289
875	4.646055038
876	4.640242994
877	4.638868076
878	4.635618606
879	4.631479005
880	4.627644197
881	4.623467179
882	4.621132655
883	4.617291515
884	4.613087962
885	4.609119839
886	4.605879291
887	4.601423817
888	4.599221686
889	4.596588907
890	4.594321171
891	4.592466364
892	4.58996969
893	4.586866323
894	4.582750831
895	4.578237306
896	4.575285254
897	4.571403032
898	4.568301253
899	4.564937944
900	4.561399591
901	4.559352096
902	4.556432103
903	4.552686582
904	4.54935788
905	4.542858875
906	4.538533503
907	4.53104094
908	4.527278182
909	4.522397485
910	4.519271646
911	4.515049606
912	4.511994034
913	4.508125305
914	4.504351081
915	4.499498043
916	4.493448489
917	4.489790923
918	4.487215662
919	4.482933052
920	4.479312079
921	4.476973936
922	4.473337353
923	4.470268996
924	4.467886363
925	4.464019072
926	4.459305215
927	4.457310617
928	4.45312628
929	4.451448297
930	4.448808847
931	4.446221788
932	4.444163122
933	4.439305322
934	4.436115045
935	4.43347489
936	4.430787515
937	4.427919189
938	4.425391862
939	4.421163318
940	4.419167659
941	4.415461032
942	4.412032321
943	4.410263614
944	4.408066067
945	4.402845554
946	4.40126924
947	4.397179129
948	4.394970633
949	4.392442255
950	4.387220661
951	4.38526115
952	4.381649103
953	4.379279304
954	4.375484515
955	4.372584322
956	4.369058565
957	4.366775301
958	4.360734017
959	4.357618875
960	4.354149229
961	4.351150399
962	4.345383836
963	4.342319847
964	4.340821006
965	4.339467563
966	4.335535321
967	4.331220304
968	4.328788508
969	4.325284568
970	4.322367496
971	4.31812468
972	4.315977135
973	4.312020323
974	4.308150612
975	4.306872649
976	4.302759454
977	4.300383757
978	4.297683019
979	4.294406507
980	4.292679738
981	4.289848006
982	4.286911738
983	4.283145318
984	4.279357607
985	4.276219466
986	4.273431971
987	4.270704062
988	4.267153068
989	4.26247463
990	4.260257898
991	4.257274654
992	4.253107561
993	4.2512844
994	4.248230578
995	4.246194292
996	4.243836915
997	4.241872337
998	4.237695821
999	4.233860734
