,MARKET_TYPE,USER_TYPE,PRICE,AREA,ROOMS_NUM,BUILD_YEAR,FLOOR_NUMBER,BUILDING_FLOORS_NUM,BUILDING_MATERIAL,BUILDING_OWNERSHIP,BUILDING_TYPE,CONSTRUCTION_STATUS,EXTRAS_TYPES,WINDOWS_TYPE,HEATING,SECURITY_TYPES,PRICE_PER_M2,DISTANCE_FROM_CITY_CENTER_KM,RESIDENTIAL_AREA,DISTRICT
2124,secondary,agency,579000.0,67.41,4,1985.0,ground_floor,10.0,concrete_plate,co_operative_ownership,block,to_renovation,"lift, separate_kitchen",unknown,urban,0,8589.23,3.25,Borek,Krzyki
2125,secondary,agency,485900.0,61.01,3,1985.0,floor_1,4.0,concrete_plate,co_operative_ownership,block,to_renovation,0,unknown,urban,0,7964.27,5.77,Krzyki-Partynice,Krzyki
2126,secondary,agency,587000.0,67.1,3,1990.0,floor_1,5.0,brick,co_operative_ownership_with_a_land_and_mortgage_registe,unknown,to_renovation,lift,unknown,unknown,0,8748.14,1.69,Huby,Krzyki
2127,secondary,agency,635000.0,66.69,4,2017.0,floor_2,3.0,unknown,full_ownership,block,unknown,terrace,plastic,gas,entryphone,9521.67,7.74,Lipa Piotrowska,Psie Pole
2128,primary,developer,518640.0,42.3,2,2023.0,floor_2,2.0,breezeblock,unknown,block,unknown,"balcony, lift, usable_room",unknown,unknown,0,12260.99,4.89,Gądów-Popowice Południowe,Fabryczna
2129,primary,developer,402192.0,37.24,2,2023.0,ground_floor,4.0,silikat,full_ownership,block,to_completion,"balcony, garage, lift",plastic,urban,"anti_burglary_door, entryphone",10800.0,4.84,Polanowice-Poświętne-Ligota,Psie Pole
2130,primary,developer,633294.0,67.95,3,2022.0,floor_1,4.0,silikat,full_ownership,block,to_completion,"balcony, garage, lift, usable_room",plastic,urban,"anti_burglary_door, entryphone, roller_shutters",9320.0,6.51,Kuźniki,Fabryczna
2131,secondary,private,898000.0,88.0,7,1970.0,floor_2,4.0,concrete_plate,full_ownership,block,ready_to_use,"balcony, basement",plastic,urban,entryphone,10204.55,3.14,Huby,Krzyki
2132,primary,agency,639000.0,53.2,3,2023.0,ground_floor,8.0,unknown,full_ownership,unknown,to_completion,"balcony, garage, lift, separate_kitchen",plastic,urban,"alarm, closed_area, entryphone",12011.28,1.56,Szczepin,Stare Miasto
2133,primary,agency,649000.0,55.0,3,2023.0,ground_floor,4.0,unknown,full_ownership,unknown,to_completion,"balcony, garage, lift, separate_kitchen",plastic,urban,"alarm, closed_area, entryphone",11800.0,1.56,Szczepin,Stare Miasto
2134,primary,agency,551000.0,46.0,2,2022.0,floor_1,9.0,brick,full_ownership,apartment,to_completion,"balcony, lift",plastic,urban,"alarm, anti_burglary_door, entryphone",11978.26,2.56,Szczepin,Stare Miasto
2135,primary,agency,547000.0,60.0,3,2023.0,floor_1,3.0,brick,full_ownership,apartment,to_completion,"balcony, garage, lift",plastic,urban,"anti_burglary_door, closed_area, entryphone",9116.67,6.14,Oporów,Fabryczna
2136,secondary,agency,435000.0,52.2,2,,floor_4,10.0,unknown,unknown,unknown,unknown,"balcony, basement, lift, separate_kitchen",unknown,unknown,0,8333.33,4.19,Kleczków,Psie Pole
2137,secondary,agency,1100000.0,63.0,3,2008.0,floor_5,5.0,unknown,full_ownership,apartment,unknown,"balcony, garage, lift, terrace",unknown,urban,"entryphone, monitoring",17460.32,0.37,Stare Miasto,Stare Miasto
2138,secondary,agency,900000.0,90.73,4,1938.0,ground_floor,1.0,unknown,full_ownership,unknown,unknown,garden,unknown,unknown,0,9919.54,2.98,Kleczków,Psie Pole
2139,secondary,agency,399000.0,32.0,1,2005.0,ground_floor,4.0,silikat,full_ownership,block,ready_to_use,terrace,plastic,urban,"anti_burglary_door, entryphone",12468.75,4.04,Gaj,Krzyki
2140,primary,agency,373660.0,39.85,2,2023.0,floor_3,4.0,unknown,full_ownership,unknown,unknown,"balcony, garage, lift, separate_kitchen",plastic,urban,entryphone,9376.66,5.94,Jagodno,Krzyki
2141,primary,private,957120.0,99.7,4,2023.0,floor_1,1.0,silikat,full_ownership,apartment,to_completion,"garage, terrace",plastic,gas,"anti_burglary_door, entryphone, roller_shutters",9600.0,9.66,Maślice,Fabryczna
2142,secondary,agency,775000.0,40.0,2,2022.0,floor_4,6.0,unknown,full_ownership,block,unknown,"balcony, garage, lift",unknown,urban,0,19375.0,1.81,Ołbin,Śródmieście
2143,primary,agency,472900.0,27.4,1,2024.0,floor_2,6.0,unknown,full_ownership,apartment,to_completion,"balcony, garage, lift",plastic,urban,"anti_burglary_door, entryphone, monitoring",17259.12,1.76,Ołbin,Śródmieście
2144,primary,agency,415384.0,42.86,2,2023.0,floor_3,4.0,other,unknown,block,to_completion,"garage, lift",unknown,urban,0,9691.65,6.03,Jagodno,Krzyki
2145,secondary,private,899000.0,91.5,4,1939.0,floor_1,2.0,brick,full_ownership,tenement,to_renovation,"balcony, basement, garden, separate_kitchen, usable_room",plastic,gas,entryphone,9825.14,3.89,Grabiszyn-Grabiszynek,Fabryczna
2146,primary,agency,414720.0,40.67,2,2023.0,floor_3,4.0,other,unknown,block,to_completion,"garage, lift",unknown,unknown,0,10197.2,4.62,Tarnogaj,Krzyki
2147,primary,agency,474130.0,50.97,3,2023.0,ground_floor,4.0,other,unknown,block,to_completion,"garage, lift",unknown,urban,0,9302.14,6.03,Jagodno,Krzyki
2148,secondary,private,749000.0,60.5,3,2021.0,floor_2,4.0,unknown,full_ownership,block,ready_to_use,"balcony, garage, lift, usable_room",unknown,boiler_room,"alarm, anti_burglary_door, entryphone, roller_shutters",12380.17,9.06,Psie Pole-Zawidawie,Psie Pole
2149,secondary,private,410000.0,36.0,2,,floor_1,10.0,concrete_plate,full_ownership,block,ready_to_use,"balcony, basement, lift",plastic,urban,0,11388.89,5.85,Pilczyce-Kozanów-Popowice Północne,Fabryczna
2150,secondary,agency,614555.0,61.5,3,1972.0,floor_2,4.0,concrete_plate,full_ownership,block,to_renovation,"basement, separate_kitchen",unknown,urban,0,9992.76,2.0,Szczepin,Stare Miasto
2151,primary,agency,491223.0,48.23,2,2022.0,floor_1,2.0,silikat,full_ownership,unknown,to_completion,"balcony, garage, lift, usable_room",unknown,urban,monitoring,10185.01,0.91,Stare Miasto,Stare Miasto
2152,primary,developer,518058.0,49.34,2,2022.0,floor_1,6.0,unknown,full_ownership,unknown,to_completion,"garage, balcony, lift",unknown,unknown,closed_area,10499.76,3.28,Kleczków,Psie Pole
2153,primary,agency,502283.0,49.72,3,2022.0,floor_3,4.0,other,full_ownership,block,unknown,"garage, lift",unknown,urban,"anti_burglary_door, entryphone, monitoring",10102.23,9.61,Psie Pole-Zawidawie,Psie Pole
2154,secondary,agency,799000.0,83.5,3,,floor_1,4.0,brick,full_ownership,tenement,unknown,"basement, separate_kitchen, usable_room",unknown,gas,0,9568.86,1.14,Nadodrze,Śródmieście
2155,primary,agency,481386.0,45.89,2,2022.0,floor_1,2.0,other,full_ownership,block,unknown,"lift, terrace",unknown,urban,0,10490.0,6.56,Swojczyce-Strachocin-Wojnów,Psie Pole
2156,primary,agency,656838.0,72.18,3,2023.0,floor_3,3.0,other,full_ownership,block,unknown,"balcony, garage, lift, usable_room",unknown,urban,"anti_burglary_door, entryphone",9100.0,5.37,Sołtysowice,Psie Pole
2157,primary,agency,875000.0,72.18,4,2022.0,floor_4,4.0,other,full_ownership,block,unknown,"balcony, garage, lift, usable_room",unknown,urban,0,12122.47,4.34,Krzyki-Partynice,Krzyki
2158,secondary,agency,295000.0,16.5,1,1965.0,floor_1,4.0,unknown,full_ownership,block,unknown,"basement, usable_room",unknown,urban,0,17878.79,0.21,Stare Miasto,Stare Miasto
2159,secondary,agency,1300000.0,103.0,3,,floor_5,5.0,unknown,full_ownership,unknown,ready_to_use,garage,plastic,unknown,0,12621.36,1.46,Powstańców Śląskich,Krzyki
2160,primary,developer,616574.0,38.56,2,2023.0,floor_3,4.0,unknown,unknown,apartment,unknown,"balcony, garage, lift",unknown,unknown,entryphone,15989.99,5.88,Krzyki-Partynice,Krzyki
2161,primary,developer,633294.0,67.95,3,2022.0,floor_1,4.0,silikat,full_ownership,block,to_completion,"balcony, garage, lift, usable_room",plastic,urban,"anti_burglary_door, entryphone, roller_shutters",9320.0,6.51,Kuźniki,Fabryczna
2162,primary,agency,549000.0,36.0,2,2022.0,floor_1,8.0,silikat,full_ownership,apartment,ready_to_use,"balcony, garage, lift",unknown,urban,0,15250.0,3.37,Szczepin,Stare Miasto
2163,primary,agency,484000.0,50.5,4,2023.0,floor_4,4.0,unknown,unknown,block,to_completion,"balcony, garage, lift",unknown,urban,0,9584.16,6.07,Jagodno,Krzyki
2164,secondary,agency,439000.0,34.0,1,2022.0,floor_2,7.0,brick,full_ownership,apartment,ready_to_use,"balcony, garage, lift, usable_room",plastic,urban,"anti_burglary_door, entryphone, monitoring",12911.76,1.0,Przedmieście Świdnickie,Stare Miasto
2165,primary,agency,427000.0,40.12,2,2023.0,floor_2,5.0,brick,unknown,block,to_completion,"balcony, garage, lift",plastic,urban,"entryphone, monitoring",10643.07,6.15,Jagodno,Krzyki
2166,secondary,agency,346000.0,27.0,1,2022.0,floor_3,4.0,brick,full_ownership,apartment,ready_to_use,"balcony, garage, lift",plastic,urban,"anti_burglary_door, closed_area, entryphone, monitoring",12814.81,5.39,Nowy Dwór,Fabryczna
2167,primary,agency,537120.0,54.53,3,2024.0,floor_1,5.0,breezeblock,full_ownership,block,to_completion,"balcony, garage, lift",plastic,urban,"anti_burglary_door, closed_area, entryphone",9849.99,6.0,Jagodno,Krzyki
2168,secondary,agency,395000.0,31.0,1,2022.0,floor_1,7.0,brick,full_ownership,apartment,ready_to_use,"balcony, garage, lift",plastic,urban,"anti_burglary_door, entryphone, monitoring",12741.94,0.91,Stare Miasto,Stare Miasto
2169,secondary,agency,560000.0,51.0,3,2022.0,floor_1,4.0,brick,full_ownership,block,ready_to_use,"balcony, garage, lift, usable_room",plastic,urban,"anti_burglary_door, entryphone",10980.39,6.33,Jagodno,Krzyki
2170,secondary,agency,570000.0,78.64,4,,floor_6,10.0,unknown,full_ownership,block,to_renovation,"balcony, basement, lift, separate_kitchen",plastic,urban,0,7248.22,0.91,Stare Miasto,Stare Miasto
2171,primary,agency,529000.0,50.01,2,2023.0,ground_floor,7.0,unknown,full_ownership,unknown,unknown,"balcony, garage, lift",plastic,urban,"alarm, closed_area, entryphone",10577.88,1.73,Kleczków,Psie Pole
2172,primary,agency,309000.0,27.01,2,2023.0,floor_1,4.0,unknown,full_ownership,apartment,to_completion,"balcony, garage, lift, separate_kitchen",plastic,urban,"alarm, closed_area, entryphone",11440.21,8.88,Psie Pole-Zawidawie,Psie Pole
2173,primary,agency,519000.0,63.7,3,2023.0,ground_floor,4.0,unknown,full_ownership,apartment,to_completion,"balcony, garage, lift, separate_kitchen",plastic,urban,"alarm, closed_area, entryphone",8147.57,9.48,Psie Pole-Zawidawie,Psie Pole
2174,primary,agency,383000.0,40.0,2,2023.0,floor_2,5.0,unknown,unknown,block,to_completion,"balcony, garage, lift",unknown,urban,0,9575.0,6.11,Jagodno,Krzyki
2175,primary,agency,312000.0,25.7,1,2023.0,floor_1,6.0,unknown,unknown,block,to_completion,"balcony, lift",unknown,unknown,0,12140.08,5.98,Krzyki-Partynice,Krzyki
2176,primary,developer,669066.0,58.69,3,2021.0,floor_3,3.0,silikat,full_ownership,apartment,ready_to_use,"balcony, basement, lift, separate_kitchen, two_storey",plastic,boiler_room,"anti_burglary_door, closed_area, entryphone, monitoring, roller_shutters",11400.0,5.94,Krzyki-Partynice,Krzyki
2177,secondary,agency,599000.0,48.0,3,1970.0,floor_5,10.0,unknown,co_operative_ownership_with_a_land_and_mortgage_registe,block,ready_to_use,"basement, garage, lift",plastic,urban,entryphone,12479.17,1.76,Powstańców Śląskich,Krzyki
2178,secondary,private,475000.0,38.0,2,2022.0,floor_1,2.0,unknown,full_ownership,block,to_completion,"balcony, lift",plastic,urban,"anti_burglary_door, closed_area, entryphone, roller_shutters",12500.0,5.05,Wojszyce,Krzyki
2179,secondary,agency,320000.0,31.0,1,1962.0,floor_5,5.0,unknown,co_operative_ownership_with_a_land_and_mortgage_registe,block,unknown,"basement, usable_room",unknown,urban,0,10322.58,1.28,Przedmieście Świdnickie,Stare Miasto
2180,secondary,agency,460000.0,52.5,2,,floor_2,3.0,unknown,full_ownership,tenement,unknown,"balcony, basement, usable_room",unknown,gas,0,8761.9,4.03,Kleczków,Psie Pole
2181,secondary,agency,515000.0,65.5,3,,floor_1,4.0,unknown,co_operative_ownership_with_a_land_and_mortgage_registe,block,unknown,balcony,unknown,urban,0,7862.6,5.41,Pilczyce-Kozanów-Popowice Północne,Fabryczna
2182,primary,agency,747000.0,101.0,2,2023.0,floor_4,4.0,other,full_ownership,apartment,unknown,"balcony, basement, garage, lift, terrace",unknown,urban,"closed_area, entryphone",7396.04,6.04,Jagodno,Krzyki
2183,primary,agency,525000.0,71.0,3,2023.0,floor_1,4.0,other,full_ownership,apartment,unknown,"balcony, basement, garage, lift",unknown,urban,"closed_area, entryphone",7394.37,5.98,Jagodno,Krzyki
2184,primary,agency,542000.0,66.5,3,2023.0,floor_4,4.0,other,full_ownership,apartment,unknown,"balcony, basement, garage, lift",unknown,urban,"closed_area, entryphone",8150.38,5.98,Jagodno,Krzyki
2185,primary,agency,515000.0,64.0,3,2023.0,ground_floor,4.0,other,full_ownership,apartment,unknown,"basement, garage, garden, lift, terrace",unknown,urban,"closed_area, entryphone",8046.88,5.97,Jagodno,Krzyki
2186,primary,agency,288000.0,23.5,1,2023.0,floor_1,6.0,unknown,unknown,block,to_completion,lift,unknown,unknown,0,12255.32,5.98,Krzyki-Partynice,Krzyki
2187,primary,agency,917698.0,75.96,3,,floor_1,6.0,unknown,unknown,unknown,unknown,"balcony, lift",unknown,unknown,entryphone,12081.33,1.35,Ołbin,Śródmieście
2188,primary,agency,368097.0,34.48,2,,floor_1,4.0,unknown,unknown,unknown,unknown,0,unknown,unknown,0,10675.67,9.6,Psie Pole-Zawidawie,Psie Pole
2189,primary,agency,523395.0,34.86,1,,floor_1,4.0,unknown,unknown,unknown,unknown,lift,unknown,unknown,entryphone,15014.2,1.4,Ołbin,Śródmieście
2190,primary,agency,723096.0,48.19,2,,floor_2,4.0,unknown,unknown,unknown,unknown,lift,unknown,unknown,0,15005.1,1.34,Przedmieście Oławskie,Krzyki
2191,primary,agency,282613.0,16.1,1,,floor_4,4.0,unknown,unknown,unknown,unknown,"garage, lift",unknown,unknown,0,17553.6,1.45,Nadodrze,Śródmieście
2192,primary,agency,604848.0,48.09,3,,ground_floor,4.0,unknown,unknown,unknown,unknown,"balcony, lift, usable_room",unknown,unknown,monitoring,12577.42,4.83,Krzyki-Partynice,Krzyki
2193,secondary,agency,399000.0,38.5,2,2000.0,floor_2,3.0,unknown,unknown,block,unknown,balcony,plastic,urban,0,10363.64,6.77,Muchobór Wielki,Fabryczna
2194,secondary,agency,1240000.0,90.1,5,2008.0,floor_2,2.0,unknown,full_ownership,apartment,unknown,"basement, garage, terrace, two_storey",wooden,urban,"anti_burglary_door, closed_area, entryphone, roller_shutters",13762.49,6.32,Ołtaszyn,Krzyki
2195,secondary,agency,729000.0,64.7,3,2016.0,floor_1,6.0,reinforced_concrete,full_ownership,block,ready_to_use,"lift, separate_kitchen",plastic,urban,"closed_area, entryphone, monitoring",11267.39,3.06,Tarnogaj,Krzyki
2196,secondary,agency,1220000.0,65.0,3,2013.0,floor_3,7.0,silikat,full_ownership,apartment,ready_to_use,"balcony, garage, garden, lift, separate_kitchen, terrace",unknown,urban,monitoring,18769.23,1.28,Przedmieście Świdnickie,Stare Miasto
2197,secondary,agency,360000.0,53.0,3,,floor_1,1.0,unknown,full_ownership,tenement,unknown,"basement, usable_room",unknown,other,0,6792.45,4.03,Kleczków,Psie Pole
2198,primary,private,699000.0,49.03,2,2021.0,floor_4,6.0,unknown,full_ownership,apartment,to_completion,"balcony, basement, garage, lift, separate_kitchen, terrace",plastic,urban,"anti_burglary_door, closed_area, entryphone, monitoring",14256.58,1.23,Przedmieście Świdnickie,Stare Miasto
2199,primary,developer,681014.0,42.59,2,2023.0,floor_3,4.0,unknown,unknown,apartment,unknown,"balcony, garage, lift",unknown,unknown,entryphone,15990.0,5.88,Krzyki-Partynice,Krzyki
2200,secondary,agency,549000.0,62.0,3,2020.0,floor_2,2.0,unknown,full_ownership,block,ready_to_use,"balcony, garage, separate_kitchen",plastic,boiler_room,"anti_burglary_door, closed_area, entryphone",8854.84,3.76,Tarnogaj,Krzyki
2201,secondary,agency,1099000.0,89.81,3,2016.0,floor_1,2.0,cellular_concrete,full_ownership,apartment,ready_to_use,"air_conditioning, garage, separate_kitchen, terrace",plastic,gas,"alarm, anti_burglary_door, entryphone, roller_shutters",12236.94,4.92,Wojszyce,Krzyki
2202,secondary,agency,565000.0,52.0,2,1960.0,floor_2,5.0,unknown,unknown,block,ready_to_use,"balcony, basement, terrace",unknown,urban,0,10865.38,3.31,Borek,Krzyki
2203,secondary,agency,574000.0,42.0,2,1967.0,floor_1,4.0,brick,co_operative_ownership,block,ready_to_use,"balcony, basement, usable_room",unknown,urban,0,13666.67,1.71,Ołbin,Śródmieście
2204,secondary,agency,380000.0,35.3,1,,floor_2,3.0,brick,full_ownership,tenement,unknown,"balcony, basement, separate_kitchen, usable_room",unknown,gas,0,10764.87,1.41,Stare Miasto,Stare Miasto
2205,primary,agency,677298.0,52.07,3,,ground_floor,6.0,unknown,unknown,unknown,unknown,"garage, garden, lift, terrace",unknown,unknown,0,13007.45,1.22,Nadodrze,Śródmieście
2206,secondary,agency,560000.0,71.3,2,1954.0,floor_4,4.0,brick,full_ownership,tenement,ready_to_use,"balcony, basement, usable_room",wooden,electrical,entryphone,7854.14,1.02,Przedmieście Świdnickie,Stare Miasto
2207,secondary,agency,560000.0,70.0,2,1954.0,floor_4,4.0,brick,full_ownership,tenement,ready_to_use,"balcony, basement, usable_room",wooden,electrical,entryphone,8000.0,1.02,Przedmieście Świdnickie,Stare Miasto
2208,secondary,agency,560000.0,71.3,2,1954.0,floor_4,4.0,brick,full_ownership,tenement,ready_to_use,"balcony, basement, usable_room",wooden,electrical,entryphone,7854.14,1.02,Przedmieście Świdnickie,Stare Miasto
2209,secondary,agency,479000.0,44.03,2,2017.0,floor_2,3.0,unknown,full_ownership,apartment,ready_to_use,"balcony, garage, lift",plastic,unknown,"anti_burglary_door, closed_area, entryphone, monitoring",10878.95,6.4,Muchobór Wielki,Fabryczna
2210,secondary,agency,479000.0,44.03,2,2017.0,floor_2,3.0,unknown,full_ownership,apartment,ready_to_use,"balcony, garage, lift",plastic,unknown,"anti_burglary_door, closed_area, entryphone, monitoring",10878.95,6.4,Muchobór Wielki,Fabryczna
2211,secondary,agency,495000.0,55.0,4,1965.0,floor_3,4.0,unknown,full_ownership,block,unknown,"balcony, basement",wooden,urban,"anti_burglary_door, entryphone",9000.0,3.48,Borek,Krzyki
2212,secondary,agency,690000.0,75.0,2,1937.0,floor_3,4.0,brick,full_ownership,tenement,unknown,"balcony, basement, garage",plastic,gas,entryphone,9200.0,2.74,Gajowice,Fabryczna
2213,secondary,agency,690000.0,75.0,3,1937.0,floor_3,4.0,brick,full_ownership,tenement,unknown,"balcony, basement, garage",plastic,gas,entryphone,9200.0,2.74,Gajowice,Fabryczna
2214,secondary,agency,446000.0,46.7,2,2015.0,floor_2,3.0,unknown,full_ownership,block,unknown,"balcony, usable_room",plastic,unknown,"anti_burglary_door, entryphone",9550.32,9.27,Psie Pole-Zawidawie,Psie Pole
2215,secondary,agency,446000.0,46.7,2,2008.0,floor_2,3.0,unknown,full_ownership,block,unknown,"balcony, usable_room",plastic,unknown,"anti_burglary_door, entryphone",9550.32,9.27,Psie Pole-Zawidawie,Psie Pole
2216,secondary,agency,675000.0,81.0,4,2010.0,floor_4,4.0,silikat,full_ownership,apartment,ready_to_use,"balcony, garage, lift",plastic,gas,"anti_burglary_door, closed_area, entryphone, monitoring",8333.33,11.25,Pracze Odrzańskie,Fabryczna
2217,secondary,agency,675000.0,81.0,4,2010.0,floor_4,4.0,silikat,full_ownership,apartment,ready_to_use,"balcony, garage, lift",plastic,gas,"anti_burglary_door, closed_area, entryphone, monitoring",8333.33,11.25,Pracze Odrzańskie,Fabryczna
2218,secondary,agency,419000.0,56.0,2,2006.0,floor_7,8.0,unknown,full_ownership,block,unknown,"balcony, garage, lift",plastic,urban,entryphone,7482.14,7.6,Psie Pole-Zawidawie,Psie Pole
2219,primary,agency,474133.0,50.97,3,2023.0,ground_floor,5.0,brick,full_ownership,block,to_completion,"garage, garden, lift, terrace, usable_room",plastic,urban,"anti_burglary_door, closed_area, entryphone",9302.2,4.98,Jagodno,Krzyki
2220,primary,agency,471770.0,49.4,2,,floor_3,3.0,unknown,full_ownership,block,unknown,"balcony, basement, garage, lift, terrace, usable_room",unknown,urban,"anti_burglary_door, entryphone",9550.0,6.21,Oporów,Fabryczna
2221,primary,agency,389888.0,28.1,1,,floor_4,7.0,unknown,full_ownership,block,unknown,"balcony, basement, garage, lift, terrace, usable_room",unknown,urban,"anti_burglary_door, entryphone",13875.02,2.08,Ołbin,Śródmieście
