ID,SLUG,MARKET_TYPE,TRANSACTION_TYPE,ESTATE_CATEGORY,USER_TYPE,PRICE,AREA,ROOMS_NUM,BUILD_YEAR,FLOOR_NUMBER,BUILDING_FLOORS_NUM,BUILDING_MATERIAL,BUILDING_OWNERSHIP,BUILDING_TYPE,CONSTRUCTION_STATUS,EXTRAS_TYPES,EQUIPMENT_TYPES,WINDOWS_TYPE,RENT,HEATING,SECURITY_TYPES,COUNTRY,PROVINCE,SUBREGION,CITY,DISTRICT,SUBDISTRICT,STREET,LATITUDE,LONGITUDE
63978544,ok-ul-teczowej-3-pok-rozklad-rynek-10-min-ID4krK0,secondary,SELL,FLAT,agency,637000.0,63.0,3,1960.0,,4.0,brick,full_ownership,block,ready_to_use,"basement, separate_kitchen",,plastic,550.0,,,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Stare Miasto,,Ok. UL.TĘCZOWEJ/STARE MIASTO/3 POK/ ROZKŁAD,51.105317,17.0213
63538066,sprzedam-mieszkanie-3-pokoje-grabiszynek-ID4iB9v,secondary,SELL,FLAT,private,800000.0,69.0,3,1930.0,floor_1,2.0,brick,full_ownership,tenement,ready_to_use,"basement, garden, usable_room","dishwasher, fridge, oven, stove, washing_machine",wooden,100.0,gas,"anti_burglary_door, entryphone",Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Grabiszynek,,,51.09141,16.97927
64041121,duza-kawalerka-dobra-na-inwestycje-ID4kI1j,primary,SELL,FLAT,agency,427699.0,39.12,1,2023.0,floor_2,2.0,,,apartment,to_completion,"garage, lift",,,9.0,urban,"monitoring, entryphone",Polska,dolnoslaskie,powiat-wroclaw,wroclaw,,,,51.06985,17.03976
64041126,ta-okazja-moze-byc-twoja-3-pokoje-bez-pcc-ID4kI1o,primary,SELL,FLAT,agency,494494.0,47.32,3,2023.0,floor_4,4.0,,,apartment,to_completion,"garage, lift",,,9.0,urban,entryphone,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,,,,51.06985,17.03976
63993126,66m2-gaj-wambierzycka-2xgar-2xkom-bez-posr-ID4kwxc,secondary,SELL,FLAT,private,884400.0,66.0,3,2013.0,floor_2,3.0,breezeblock,full_ownership,block,ready_to_use,"balcony, basement, garage, lift, separate_kitchen","dishwasher, fridge, furniture, oven, stove, tv, washing_machine",plastic,1200.0,boiler_room,"anti_burglary_door, entryphone",Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Gaj,,ul. Wambierzycka,51.0753531,17.0480425
64041131,blisko-wroclawia-tanio-bez-prowizji-3-pokoje-ID4kI1t,primary,SELL,FLAT,agency,379464.0,56.54,3,2023.0,floor_3,4.0,,,block,to_completion,garage,,,,,entryphone,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Fabryczna,,ul. Latawcowa,51.12893479176,16.963233947754
63407965,5-pokojowe-mieszkanie-103m2-2-tarasy-ID4i3j7,primary,SELL,FLAT,developer,1345877.0,103.42,5,2022.0,floor_7,9.0,,full_ownership,,to_completion,"garage, terrace, balcony, lift",,,,,closed_area,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Szczepin,,ul. Portowa,51.12395559432,17.014851802218
62176824,4-pokojowe-mieszkanie-77m2-balkon-bezposrednio-ID4cT20,primary,SELL,FLAT,developer,870351.0,77.3,4,2022.0,ground_floor,9.0,,full_ownership,,to_completion,"garage, balcony, lift",,,,,closed_area,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Szczepin,,ul. Portowa,51.12395559432,17.014851802218
62176823,3-pokojowe-mieszkanie-62m2-2-balkony-ID4cT1Z,primary,SELL,FLAT,developer,798365.0,62.88,3,2022.0,floor_3,9.0,,full_ownership,,to_completion,"garage, balcony, lift",,,,,closed_area,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Szczepin,,ul. Portowa,51.12395559432,17.014851802218
63751035,4-pokojowy-apartament-103m2-2-tarasy-ID4juyw,primary,SELL,FLAT,developer,1206168.0,103.98,4,2024.0,floor_2,2.0,,full_ownership,,to_completion,"garage, two_storey, terrace, lift",,,,,closed_area,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,,,ul. Bernarda Belotta Canaletta,51.102293079081,17.118756250393
63465935,4-pokojowe-mieszkanie-87m2-balkon-bezposrednio-ID4iio7,primary,SELL,FLAT,developer,2006850.0,87.69,4,2024.0,floor_6,6.0,,full_ownership,,to_completion,"garage, balcony, lift",,,,,,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Stare Miasto,,ul. Czysta,51.103089746233,17.033028194104
63465882,3-pokojowe-mieszkanie-52m2-balkon-bez-prowizji-ID4iing,primary,SELL,FLAT,developer,932484.0,52.86,3,2024.0,floor_1,6.0,,full_ownership,,to_completion,"garage, balcony, lift",,,,,,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Stare Miasto,,ul. Czysta,51.103089746233,17.033028194104
62966268,3-pokojowe-mieszkanie-52m2-balkon-bezposrednio-ID4gcoY,primary,SELL,FLAT,developer,447185.0,52.61,3,2024.0,floor_1,2.0,,full_ownership,,to_completion,"garage, balcony, lift",,,,,,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Psie Pole,,ul. Grodzieńska,51.138867243153,17.135978746022
63751044,3-pokojowy-apartament-64m2-2-ogrodki-ID4juyE,primary,SELL,FLAT,developer,756784.0,64.96,3,2024.0,ground_floor,2.0,,full_ownership,,to_completion,"garage, terrace, garden, lift",,,,,closed_area,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,,,ul. Bernarda Belotta Canaletta,51.102293079081,17.118756250393
63070125,2-pokojowe-mieszkanie-46m2-balkon-bezposrednio-ID4gDq5,primary,SELL,FLAT,developer,524000.0,46.29,2,2023.0,ground_floor,7.0,,full_ownership,,to_completion,"garage, balcony, lift",,,,,closed_area,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Szczepin,,ul. Portowa,51.12395559432,17.014851802218
63466025,2-pokojowe-mieszkanie-37m2-balkon-ID4iipz,primary,SELL,FLAT,developer,845376.0,37.87,2,2024.0,floor_6,6.0,,full_ownership,,to_completion,"garage, balcony, lift",,,,,,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Stare Miasto,,ul. Czysta,51.103089746233,17.033028194104
63751025,2-pokojowy-apartament-78m2-2-balkony-ID4juyl,primary,SELL,FLAT,developer,847168.0,78.08,2,2022.0,floor_2,2.0,,full_ownership,,to_completion,"garage, two_storey, balcony, lift",,,,,closed_area,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,,,ul. Bernarda Belotta Canaletta,51.102293079081,17.118756250393
62176691,1-pokojowe-mieszkanie-46m2-balkon-bez-prowizji-ID4cSZR,primary,SELL,FLAT,developer,589382.0,46.34,1,2022.0,floor_6,9.0,,full_ownership,,to_completion,"garage, balcony, lift",,,,,closed_area,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Szczepin,,ul. Portowa,51.12395559432,17.014851802218
62966280,2-pokojowe-mieszkanie-39m2-balkon-ID4gcpa,primary,SELL,FLAT,developer,371112.0,39.48,2,2024.0,floor_2,2.0,,full_ownership,,to_completion,"garage, balcony, lift",,,,,,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Psie Pole,,ul. Grodzieńska,51.138867243153,17.135978746022
63466050,1-pokojowe-mieszkanie-25m2-balkon-bezposrednio-ID4iipY,primary,SELL,FLAT,developer,612000.0,25.5,1,2024.0,floor_6,6.0,,full_ownership,,to_completion,"garage, balcony, lift",,,,,,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Stare Miasto,,ul. Czysta,51.103089746233,17.033028194104
63585460,3-pokojowy-apartament-inwestycyjny-64m2-ID4iNtV,primary,SELL,FLAT,developer,841360.0,64.72,3,2024.0,floor_3,5.0,,full_ownership,,to_completion,"balcony, lift",,,,,,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Ołbin,,ul. Stefana Żeromskiego,51.123398504511,17.048632915344
62540748,1-pokojowy-apartament-inwestycyjny-39m2-balkon-ID4epHK,primary,SELL,FLAT,developer,463000.0,39.15,1,2022.0,floor_1,12.0,,full_ownership,,to_completion,"garage, balcony, lift",,,,,,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Szczepin,,ul. Jaworska,51.114807624287,16.992858311639
63585458,2-pokojowy-apartament-inwestycyjny-42m2-ID4iNtU,primary,SELL,FLAT,developer,588560.0,42.04,2,2024.0,floor_1,5.0,,full_ownership,,to_completion,lift,,,,,,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Ołbin,,ul. Stefana Żeromskiego,51.123398504511,17.048632915344
63993993,powstancow-sl-2-pok-53m2-rozklad-balkon-ID4kwLb,secondary,SELL,FLAT,agency,439000.0,52.8,2,1994.0,floor_10,12.0,,full_ownership,block,ready_to_use,"balcony, basement, lift, separate_kitchen","fridge, furniture, oven, stove, washing_machine",plastic,,urban,"entryphone, roller_shutters",Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Krzyki,,ul. Powstańców Śląskich,51.0893211,17.0159984
64041038,promenady-wroclawskie-centrum-lux-balkon-rzeka-top-ID4kHZY,secondary,SELL,FLAT,agency,960000.0,71.5,3,2016.0,floor_4,4.0,,full_ownership,block,ready_to_use,"balcony, garage, lift",furniture,,580.0,urban,,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,,,,51.10195,17.03667
64041028,mieszkanie-3-pokoje-jagodno-ID4kHZO,secondary,SELL,FLAT,agency,575000.0,50.6,3,2022.0,floor_1,4.0,breezeblock,,block,,"garage, lift",,,250.0,urban,,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Jagodno,,Edmunda Kajdasza,51.05836,17.06028
64041085,popularna-inwestycja-duzo-zieleni-2-pokoje-ID4kI0J,primary,SELL,FLAT,agency,599000.0,50.2,2,2023.0,ground_floor,7.0,,,apartment,to_completion,"garage, lift",,,9.0,urban,"monitoring, entryphone",Polska,dolnoslaskie,powiat-wroclaw,wroclaw,,,,51.11723,17.00459
64040997,jeszcze-dostepne-mieszkania-nad-rzeka-2-pokoje-ID4kHZj,primary,SELL,FLAT,agency,476043.0,39.1,2,2023.0,floor_2,3.0,,,apartment,to_completion,"garage, lift",,,9.0,urban,"monitoring, entryphone",Polska,dolnoslaskie,powiat-wroclaw,wroclaw,,,,51.15128,17.12003
63855905,mieszkanie-2-pokoje-osobna-kuchnia-ID4jWPX,secondary,SELL,FLAT,agency,465000.0,52.0,2,2010.0,floor_2,3.0,,,block,,balcony,,,500.0,urban,,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Zakrzów,,,51.16209,17.12916
64040963,centrum-na-grobli-63m2-widok-rzeka-taras-garaz-to-ID4kHYL,secondary,SELL,FLAT,agency,889000.0,64.89,3,2020.0,floor_3,3.0,,full_ownership,block,ready_to_use,"balcony, basement, garage, lift, usable_room",furniture,,,urban,"alarm, monitoring",Polska,dolnoslaskie,powiat-wroclaw,wroclaw,,,,51.10195,17.03667
64040961,centrum-lux-premium-4-pok-winda-2013-ID4kHYJ,secondary,SELL,FLAT,agency,864000.0,71.0,4,2013.0,floor_4,3.0,,,block,ready_to_use,"balcony, lift",furniture,,,urban,"alarm, monitoring",Polska,dolnoslaskie,powiat-wroclaw,wroclaw,,,,51.10195,17.03667
64040941,wroclaw-aleja-wisniowa-83-park-poludniowy-ID4kHYp,secondary,SELL,FLAT,private,678106.0,47.5,2,2014.0,floor_5,6.0,silikat,full_ownership,apartment,ready_to_use,"balcony, garage, lift","dishwasher, fridge, furniture, oven, stove, tv, washing_machine",plastic,450.0,urban,"closed_area, entryphone, monitoring",Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Krzyki,,al. Wiśniowa,51.08323848706949,17.022737250292977
64040889,nowe-miasto-rozanka-do-wprowadzenia-lux-ID4kHXz,secondary,SELL,FLAT,agency,849000.0,67.83,3,2019.0,floor_3,5.0,brick,full_ownership,block,ready_to_use,"air_conditioning, balcony, basement, garage, lift","dishwasher, fridge, furniture, oven, stove, washing_machine",plastic,900.0,urban,"anti_burglary_door, entryphone, monitoring",Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Różanka,,ul. Obornicka,51.14196332899065,17.027385913800032
63780564,nowe-mieszkanie-ul-waniliowa-bez-pcc-garaz-ID4jCeM,secondary,SELL,FLAT,private,440000.0,40.0,2,2022.0,floor_1,2.0,,full_ownership,block,ready_to_use,"balcony, garage","dishwasher, fridge, furniture, oven, stove",plastic,,urban,"closed_area, entryphone",Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Lipa Piotrowska,,ul. Waniliowa,51.1778912,16.99906
63968030,przestronne-mieszkanie-gotowe-do-zamieszkania-ID4kp0q,secondary,SELL,FLAT,private,740000.0,62.73,3,2016.0,floor_3,4.0,reinforced_concrete,full_ownership,apartment,ready_to_use,"balcony, garage, lift","dishwasher, fridge, furniture, oven, stove, washing_machine",plastic,590.0,boiler_room,"anti_burglary_door, closed_area, entryphone, monitoring",Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Gaj,,ul. Jerzego Kukuczki,51.0717893,17.0364407
64040881,3-pokoje-pl-grunwaldzki-ID4kHXr,secondary,SELL,FLAT,agency,780000.0,78.74,3,,floor_4,4.0,brick,full_ownership,tenement,ready_to_use,"basement, separate_kitchen","dishwasher, furniture, oven",plastic,542.0,electrical,"anti_burglary_door, entryphone, monitoring",Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Plac Grunwaldzki,,ul. Grunwaldzka,51.11431365205117,17.057584644813556
64040848,sprzedam-bezposrednio-mieszkanie-2-pokoje-od-zaraz-ID4kHVU,secondary,SELL,FLAT,private,459000.0,47.7,2,1982.0,floor_2,4.0,concrete_plate,co_operative_ownership,block,ready_to_use,"balcony, basement, garage, separate_kitchen","fridge, furniture, oven, stove, tv, washing_machine",plastic,500.0,urban,"closed_area, entryphone, monitoring",Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Zakrzów,,ul. Kasztelańska,51.1571797,17.1339145
63653614,3-pokojowe-mieszkanie-62-9m2-balkon-nowodworska-ID4j5dc,secondary,SELL,FLAT,private,555000.0,62.9,3,1980.0,floor_3,7.0,concrete_plate,full_ownership,block,ready_to_use,"balcony, basement, lift, separate_kitchen, usable_room",,plastic,880.0,urban,"anti_burglary_door, entryphone, monitoring",Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Fabryczna,,,51.1153887,16.9583496
62007382,3-pokojowe-mieszkanie-53m2-balkon-ID4caX4,primary,SELL,FLAT,developer,485100.0,53.9,3,2023.0,floor_4,4.0,,full_ownership,,to_completion,"garage, balcony, lift",,,,,closed_area,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Poświętne,,ul. Ludwika Kubali,51.156574,17.037493
64040837,wykonczona-kawalerka-w-centrum-widok-na-rzeke-ID4kHVJ,secondary,SELL,FLAT,agency,564470.0,28.67,1,2023.0,floor_3,6.0,,full_ownership,apartment,ready_to_use,"balcony, garage, lift",,plastic,,urban,monitoring,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Śródmieście,,,51.127124,17.049401
64040809,kameralna-zabudowa-fotowoltaika-duze-rabaty-ID4kHVh,primary,SELL,FLAT,agency,873972.0,92.1,4,2024.0,ground_floor,,,,ribbon,,garden,,plastic,,,,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Jagodno,,,51.067112,17.05662
64040819,2-pokoje-w-kredycie-2-sprawdz-43-99m2-ID4kHVr,primary,SELL,FLAT,agency,519000.0,43.99,2,2023.0,ground_floor,7.0,,,apartment,to_completion,"garage, lift",,,9.0,urban,"monitoring, entryphone",Polska,dolnoslaskie,powiat-wroclaw,wroclaw,,,,51.11723,17.00459
64010230,maslice-2-pokoje-ogrod-nowe-budownictwo-ID4kzZ4,secondary,SELL,FLAT,agency,460000.0,37.5,2,2022.0,ground_floor,2.0,,full_ownership,apartment,,"garage, garden, lift",,plastic,380.0,urban,"anti_burglary_door, entryphone, roller_shutters",Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Maślice,,ul. Michała Wołodyjowskiego,51.1568941,16.924152
63710187,4-pokojowe-mieszkanie-85m2-balkon-bez-prowizji-ID4jjWF,primary,SELL,FLAT,developer,755258.0,85.84,4,2023.0,floor_2,6.0,,full_ownership,,to_completion,"garage, balcony, lift",,,,,,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Różanka,,ul. Młynarska,51.143793114385,17.030236100166
63362364,5-pokojowe-mieszkanie-83m2-balkon-ID4hRrC,primary,SELL,FLAT,developer,1042458.0,83.9,5,2024.0,floor_1,4.0,,full_ownership,,to_completion,"garage, balcony, lift",,,,,,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Grabiszyn,,ul. Rymarska,51.077748052183,16.986704627567
63828126,3-pokojowe-mieszkanie-64-73-m2-2-balkony-jagodno-ID4jOBU,secondary,SELL,FLAT,private,810000.0,64.73,3,2021.0,floor_1,4.0,,full_ownership,block,ready_to_use,"balcony, garage, lift, terrace","dishwasher, fridge, furniture, oven, stove, washing_machine",plastic,750.0,urban,"anti_burglary_door, closed_area, entryphone, monitoring",Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Jagodno,,,51.05494,17.06005
64040791,2-pok-do-remontu-42m2-tuz-przy-sky-tower-ID4kHWZ,secondary,SELL,FLAT,agency,379000.0,42.0,2,1975.0,floor_2,10.0,concrete_plate,full_ownership,block,to_renovation,"balcony, basement, lift",,plastic,450.0,urban,entryphone,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Krzyki,,ul. Gajowicka,51.0900196,17.0074738
62705599,nowa-inwestycja-gotowe-mieszkania-57-m-61-m-ID4f6AD,primary,SELL,FLAT,private,586505.0,57.22,3,2022.0,floor_2,2.0,breezeblock,full_ownership,apartment,to_completion,"balcony, garage, separate_kitchen, terrace, usable_room",,plastic,,boiler_room,"anti_burglary_door, entryphone, roller_shutters",Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Muchobór Wielki,,ul. Trawowa,51.09947279308487,16.949145816792964
62756145,nowy-apartament-zwycieska-3-3-17-ID4fjJT,primary,SELL,FLAT,developer,616574.0,38.56,2,2023.0,floor_3,4.0,,,apartment,,"balcony, garage, lift",,,,,entryphone,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Krzyki,,ul. Zwycięska,51.059666,17.005661
63972424,ul-sarbinowska-1-pietro-balkon-3-pok-68-m2-ID4kq9i,primary,SELL,FLAT,developer,633294.0,67.95,3,2022.0,floor_1,4.0,silikat,full_ownership,block,to_completion,"balcony, garage, lift, usable_room",,plastic,,urban,"anti_burglary_door, entryphone, roller_shutters",Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Kuźniki,,ul. Sarbinowska,51.12757,16.944027
62143135,wykonczony-dwupoziomowy-mikro-apartament-centrum-ID4cKgD,primary,SELL,FLAT,developer,479000.0,37.46,2,2023.0,floor_4,4.0,other,full_ownership,block,ready_to_use,"balcony, garage, lift, terrace","fridge, furniture, stove",plastic,415.0,urban,"anti_burglary_door, entryphone, monitoring",Polska,dolnoslaskie,powiat-wroclaw,wroclaw,,,,51.128426,17.045382
62143217,wykonczona-elegancka-kawalerka-tuz-przy-centrum-ID4cKhX,primary,SELL,FLAT,developer,345000.0,24.51,1,2023.0,floor_3,4.0,other,full_ownership,block,ready_to_use,"balcony, garage, lift","fridge, furniture, stove",plastic,300.0,urban,"anti_burglary_door, entryphone, monitoring",Polska,dolnoslaskie,powiat-wroclaw,wroclaw,,,,51.128426,17.045382
64040715,luksusowe-3-pokoje-plac-grunwaldzki-osiedle-zamy-ID4kHUL,secondary,SELL,FLAT,agency,2200000.0,91.61,3,2020.0,ground_floor,5.0,other,full_ownership,apartment,,"air_conditioning, garage, garden, lift",,plastic,1200.0,urban,"alarm, anti_burglary_door, closed_area, entryphone, monitoring, roller_shutters",Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Plac Grunwaldzki,,ul. Gdańska,51.1169161,17.0643224
64040698,swietna-opcja-na-start-lub-pod-inwestycje-ogrodek-ID4kHUu,primary,SELL,FLAT,agency,469393.0,35.9,2,2024.0,ground_floor,4.0,other,full_ownership,block,,"balcony, garage, lift, usable_room",,,,urban,,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Krzyki,,ul. Racławicka,51.07958,16.99305
64040699,gotowe-narozne-mieszkanie-w-spokojnej-okolicy-ID4kHUw,primary,SELL,FLAT,agency,563040.0,61.2,3,2023.0,floor_2,3.0,other,full_ownership,block,,"garage, garden, lift",,,,urban,"anti_burglary_door, entryphone",Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Sołtysowice,,ul. Przejazdowa,51.14792,17.07928
64040697,nizsza-cena-narozne-dwa-balkony-gotowe-latem-ID4kHUt,primary,SELL,FLAT,agency,931095.0,81.0,5,2023.0,floor_3,4.0,other,full_ownership,block,,"balcony, garage, lift",,,,urban,,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Krzyki,,ul. Racławicka,51.07958,16.99305
64040694,swietne-na-start-taras-gotowe-w-tym-miesiacu-ID4kHUq,primary,SELL,FLAT,agency,490575.0,42.2,2,2023.0,ground_floor,5.0,other,full_ownership,block,,"balcony, garage, lift",,,,urban,"anti_burglary_door, closed_area, entryphone, monitoring",Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Swojczyce,,Vasco da Gamy,51.11001,17.12708
64040693,najwyzsze-pietro-klucze-juz-w-lecie-sprawdz-ID4kHUp,primary,SELL,FLAT,agency,419000.0,41.02,2,2023.0,floor_4,4.0,other,full_ownership,block,,"garage, lift",,,,urban,"anti_burglary_door, entryphone, monitoring",Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Zakrzów,,ul. Odolanowska,51.16249,17.14127
62089357,2-pokojowy-apartament-38m2-balkon-bez-prowizji-ID4cvhf,primary,SELL,FLAT,developer,504960.0,38.4,2,2023.0,floor_1,3.0,,full_ownership,,to_completion,"garage, balcony, lift",,,,,closed_area,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Psie Pole,,ul. Ferdynanda Magellana,51.109208751443,17.120729646202
64040676,2-pokoje-z-balkonem-w-reweleacyjnej-okolicy-ID4kHU8,secondary,SELL,FLAT,agency,400000.0,36.85,2,1980.0,floor_7,9.0,concrete_plate,full_ownership,block,ready_to_use,"balcony, basement, lift",,plastic,500.0,boiler_room,entryphone,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Grabiszyn,,ul. Grabiszyńska,51.0981666,16.9949737
63537013,mieszkanie-dwupokojowe-ID4iASx,secondary,SELL,FLAT,private,420000.0,38.2,2,1975.0,floor_4,4.0,concrete_plate,full_ownership,block,ready_to_use,"balcony, basement","fridge, furniture, oven, stove, tv, washing_machine",plastic,440.0,urban,entryphone,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Grabiszyn,,,51.09141,16.97927
64020279,2-pokoje-rozkladowe-obok-sky-tower-bezposrednio-ID4kCB9,secondary,SELL,FLAT,private,419500.0,35.0,2,1970.0,floor_6,10.0,concrete_plate,full_ownership,block,ready_to_use,"lift, separate_kitchen","dishwasher, fridge, furniture, stove, washing_machine",plastic,460.0,urban,entryphone,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Krzyki,,ul. Gajowicka,51.09346972001964,17.014340255078142
63008555,kminkowa-zachod-ustawne-mieszkanie-b7-1-1-ID4gnp1,primary,SELL,FLAT,developer,732996.0,111.06,5,2022.0,floor_1,1.0,brick,full_ownership,,to_completion,"balcony, garage, garden",,plastic,,gas,closed_area,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Lipa Piotrowska,,ul. Kminkowa,51.178368,17.000917
63760811,trzypokojowe-mieszkanie-brak-prowizji-ID4jx6b,secondary,SELL,FLAT,agency,395000.0,47.7,3,,floor_2,3.0,,,tenement,ready_to_use,,,plastic,500.0,urban,,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Księże Małe,,ul. Chorzowska,51.07497605,17.08341837
64040608,na-sprzedaz-mieszkanie-po-remoncie-ul-przyjazni-ID4kHT2,secondary,SELL,FLAT,private,659000.0,58.08,2,2012.0,floor_5,7.0,,full_ownership,apartment,ready_to_use,"balcony, garage, lift, separate_kitchen","dishwasher, fridge, furniture, oven, washing_machine",plastic,550.0,urban,"anti_burglary_door, closed_area, entryphone, monitoring, roller_shutters",Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Krzyki,,,51.067069,16.9962873
62024650,4-pokojowy-apartament-66m2-taras-bez-posrednikow-ID4cfrA,primary,SELL,FLAT,developer,733165.0,66.2,4,2022.0,ground_floor,3.0,,full_ownership,,to_completion,"garage, terrace, lift",,,,,closed_area,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Psie Pole,,ul. Ferdynanda Magellana,51.109208751443,17.120729646202
63608149,2-pokoje-rozklad-uni-ekon-dla-studentow-61-m2-ID4iTnT,secondary,SELL,FLAT,agency,616000.0,61.42,2,1908.0,floor_3,4.0,brick,full_ownership,tenement,ready_to_use,"balcony, basement",,plastic,740.0,urban,entryphone,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Krzyki,,ul. Drukarska,51.0899916,17.0208572
63612672,kepa-apartament-z-widokiem-na-rzeke-zielen-mp-ID4iUyQ,secondary,SELL,FLAT,agency,910000.0,64.35,3,2017.0,floor_2,6.0,silikat,full_ownership,apartment,,"balcony, lift",furniture,plastic,600.0,urban,entryphone,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Śródmieście,,ul. Romana Dmowskiego,51.118126,17.0207809
63616778,gaj-2-sypialnie-balkon-osobna-kuchnia-ID4iWD4,secondary,SELL,FLAT,agency,459000.0,51.87,2,1980.0,floor_4,10.0,concrete_plate,full_ownership,block,,"balcony, basement, lift",furniture,plastic,560.0,urban,"anti_burglary_door, entryphone",Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Gaj,,ul. Krynicka,51.080103,17.0481479
63618203,centrum-3-pokoje-1-pietro-ID4iV03,secondary,SELL,FLAT,agency,790000.0,91.1,3,1914.0,floor_1,4.0,brick,full_ownership,tenement,,basement,furniture,plastic,400.0,other,entryphone,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Ołbin,,ul. Jedności Narodowej,51.123858,17.0448522
63634352,balkon-kamienica-swiezo-po-remoncie-ID4j0cv,secondary,SELL,FLAT,agency,575000.0,59.0,3,1930.0,floor_2,4.0,,full_ownership,tenement,,"balcony, basement",,plastic,370.0,gas,entryphone,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Kleczków,,Siemieńskiego Józefa,51.1284777,17.034284
63596876,popowice-3-pokoje-dwustronne-rozklad-balkon-ID4iQs4,secondary,SELL,FLAT,agency,595000.0,54.1,3,1975.0,floor_5,10.0,,,block,,"balcony, basement, lift",,plastic,600.0,urban,entryphone,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Popowice,,ul. Wejherowska,51.1294886,16.9856062
63597841,apartament-w-rynku-2pok-nowe-wysoki-standard-ID4iQHD,secondary,SELL,FLAT,agency,1100000.0,36.78,2,2020.0,floor_5,7.0,,full_ownership,apartment,,lift,furniture,plastic,400.0,urban,"entryphone, monitoring",Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Stare Miasto,,ul. Jodłowa,51.11201,17.037688
63598526,obnizka-ceny-piekne-3-pokoje-w-nowym-budownictwie-ID4iQSG,secondary,SELL,FLAT,agency,777000.0,60.0,3,2015.0,floor_1,1.0,other,full_ownership,ribbon,,"balcony, garage",,plastic,700.0,boiler_room,entryphone,Polska,dolnoslaskie,powiat-wroclaw,wroclaw,Nadodrze,,ul. Osobowicka,51.146427,16.9867946
